totalReadingTime,Index,Word
0,31.0,un
0,31.0,un
0,31.0,un
400,31.0,un
0,32.0,stil
116,32.0,stil
0,33.0,liniar.
0,33.0,liniar.
0,33.0,liniar.
0,33.0,liniar.
0,33.0,liniar.
0,33.0,liniar.
0,33.0,liniar.
426,-1.0,liniar.
0,,liniar.
0,-1.0,liniar.
0,-1.0,liniar.
0,-1.0,liniar.
0,-1.0,liniar.
0,-1.0,liniar.
0,-1.0,liniar.
0,-1.0,liniar.
0,-1.0,liniar.
0,-1.0,liniar.
0,-1.0,liniar.
0,0.0,Pentru
0,0.0,Pentru
0,0.0,Pentru
0,0.0,Pentru
0,0.0,Pentru
0,0.0,Pentru
0,0.0,Pentru
496,0.0,Pentru
61,1.0,a
0,2.0,atenua
0,2.0,atenua
0,2.0,atenua
0,2.0,atenua
0,2.0,atenua
0,2.0,atenua
0,2.0,atenua
0,2.0,atenua
553,2.0,atenua
0,3.0,problemele
0,3.0,problemele
0,3.0,problemele
0,3.0,problemele
0,3.0,problemele
0,3.0,problemele
0,3.0,problemele
0,3.0,problemele
0,3.0,problemele
0,3.0,problemele
0,3.0,problemele
741,3.0,problemele
0,4.0,de
0,4.0,de
0,4.0,de
227,4.0,de
0,5.0,"indexare,"
0,5.0,"indexare,"
0,5.0,"indexare,"
0,5.0,"indexare,"
0,5.0,"indexare,"
0,5.0,"indexare,"
0,5.0,"indexare,"
0,5.0,"indexare,"
0,5.0,"indexare,"
0,5.0,"indexare,"
602,5.0,"indexare,"
0,6.0,expresia
0,6.0,expresia
0,6.0,expresia
0,6.0,expresia
0,6.0,expresia
0,6.0,expresia
0,6.0,expresia
0,6.0,expresia
0,6.0,expresia
566,6.0,expresia
0,7.0,sizeof()
0,7.0,sizeof()
0,7.0,sizeof()
0,7.0,sizeof()
0,7.0,sizeof()
0,7.0,sizeof()
0,7.0,sizeof()
0,7.0,sizeof()
0,7.0,sizeof()
564,7.0,sizeof()
0,8.0,este
0,8.0,este
0,8.0,este
0,8.0,este
287,8.0,este
0,9.0,utilizată
0,9.0,utilizată
0,9.0,utilizată
0,9.0,utilizată
0,9.0,utilizată
370,9.0,utilizată
0,10.0,în
123,10.0,în
0,11.0,mod
0,11.0,mod
0,11.0,mod
0,11.0,mod
0,11.0,mod
0,11.0,mod
0,-1.0,mod
0,-1.0,mod
0,-1.0,mod
0,-1.0,mod
0,-1.0,mod
0,-1.0,mod
0,-1.0,mod
0,-1.0,mod
0,-1.0,mod
0,-1.0,mod
474,-1.0,mod
0,12.0,obișnuit
0,12.0,obișnuit
0,12.0,obișnuit
0,12.0,obișnuit
0,12.0,obișnuit
0,12.0,obișnuit
0,12.0,obișnuit
0,12.0,obișnuit
537,12.0,obișnuit
0,13.0,la
101,13.0,la
0,14.0,codificarea
0,14.0,codificarea
0,14.0,codificarea
0,14.0,codificarea
0,14.0,codificarea
0,14.0,codificarea
0,14.0,codificarea
0,14.0,codificarea
0,14.0,codificarea
0,14.0,codificarea
0,14.0,codificarea
0,14.0,codificarea
0,14.0,codificarea
0,14.0,codificarea
0,14.0,codificarea
0,14.0,codificarea
0,14.0,codificarea
0,14.0,codificarea
1017,14.0,codificarea
0,15.0,buclelor
0,15.0,buclelor
0,15.0,buclelor
0,15.0,buclelor
0,15.0,buclelor
0,15.0,buclelor
0,15.0,buclelor
0,15.0,buclelor
0,15.0,buclelor
0,15.0,buclelor
0,15.0,buclelor
0,15.0,buclelor
0,15.0,buclelor
832,15.0,buclelor
0,16.0,care
0,16.0,care
0,16.0,care
0,16.0,care
0,16.0,care
0,16.0,care
0,16.0,care
0,16.0,care
557,16.0,care
0,17.0,procesează
0,17.0,procesează
0,17.0,procesează
0,17.0,procesează
0,17.0,procesează
0,17.0,procesează
0,17.0,procesează
0,17.0,procesează
554,17.0,procesează
0,18.0,array-uri.
0,18.0,array-uri.
0,18.0,array-uri.
0,18.0,array-uri.
0,18.0,array-uri.
0,18.0,array-uri.
0,18.0,array-uri.
0,18.0,array-uri.
0,18.0,array-uri.
0,,array-uri.
0,-1.0,array-uri.
0,-1.0,array-uri.
0,-1.0,array-uri.
0,-1.0,array-uri.
0,-1.0,array-uri.
0,-1.0,array-uri.
0,-1.0,array-uri.
0,-1.0,array-uri.
0,-1.0,array-uri.
0,0.0,Partea
0,0.0,Partea
0,0.0,Partea
0,0.0,Partea
0,0.0,Partea
0,0.0,Partea
0,0.0,Partea
0,0.0,Partea
0,0.0,Partea
0,0.0,Partea
0,0.0,Partea
0,0.0,Partea
0,0.0,Partea
0,0.0,Partea
0,0.0,Partea
0,0.0,Partea
0,0.0,Partea
0,0.0,Partea
0,0.0,Partea
0,0.0,Partea
0,0.0,Partea
0,0.0,Partea
1430,0.0,Partea
0,1.0,nordică
0,1.0,nordică
0,1.0,nordică
0,1.0,nordică
0,1.0,nordică
0,1.0,nordică
0,1.0,nordică
0,1.0,nordică
0,1.0,nordică
0,1.0,nordică
0,1.0,nordică
658,1.0,nordică
0,2.0,a
0,2.0,a
0,2.0,a
0,2.0,a
250,2.0,a
0,3.0,"continentului,"
0,3.0,"continentului,"
0,3.0,"continentului,"
0,3.0,"continentului,"
0,3.0,"continentului,"
0,3.0,"continentului,"
0,3.0,"continentului,"
0,3.0,"continentului,"
0,3.0,"continentului,"
0,3.0,"continentului,"
0,3.0,"continentului,"
0,3.0,"continentului,"
0,3.0,"continentului,"
0,3.0,"continentului,"
0,3.0,"continentului,"
0,3.0,"continentului,"
0,3.0,"continentului,"
0,3.0,"continentului,"
0,3.0,"continentului,"
0,3.0,"continentului,"
1150,3.0,"continentului,"
0,4.0,care
0,4.0,care
0,4.0,care
0,4.0,care
0,4.0,care
0,4.0,care
0,4.0,care
0,4.0,care
557,4.0,care
0,5.0,acoperă
0,5.0,acoperă
0,5.0,acoperă
248,5.0,acoperă
0,6.0,o
0,6.0,o
0,6.0,o
0,6.0,o
309,6.0,o
0,7.0,mare
0,7.0,mare
0,7.0,mare
0,7.0,mare
308,7.0,mare
0,8.0,parte
0,8.0,parte
0,8.0,parte
0,8.0,parte
0,8.0,parte
0,8.0,parte
0,8.0,parte
0,8.0,parte
558,8.0,parte
0,9.0,din
0,9.0,din
0,9.0,din
0,9.0,din
0,9.0,din
0,9.0,din
0,9.0,din
453,9.0,din
0,10.0,"Siberia,"
0,10.0,"Siberia,"
0,10.0,"Siberia,"
0,10.0,"Siberia,"
0,10.0,"Siberia,"
0,10.0,"Siberia,"
0,10.0,"Siberia,"
0,10.0,"Siberia,"
0,10.0,"Siberia,"
0,10.0,"Siberia,"
0,10.0,"Siberia,"
0,10.0,"Siberia,"
0,10.0,"Siberia,"
0,10.0,"Siberia,"
0,10.0,"Siberia,"
0,10.0,"Siberia,"
0,10.0,"Siberia,"
0,10.0,"Siberia,"
1034,10.0,"Siberia,"
0,11.0,"era,"
0,11.0,"era,"
0,11.0,"era,"
0,11.0,"era,"
0,11.0,"era,"
0,11.0,"era,"
383,11.0,"era,"
0,12.0,de
0,12.0,de
0,12.0,de
0,-1.0,de
0,-1.0,de
353,-1.0,de
373,24.0,tundrei.
0,13.0,"asemenea,"
0,13.0,"asemenea,"
0,13.0,"asemenea,"
0,13.0,"asemenea,"
0,13.0,"asemenea,"
0,13.0,"asemenea,"
0,13.0,"asemenea,"
0,13.0,"asemenea,"
0,13.0,"asemenea,"
0,13.0,"asemenea,"
0,13.0,"asemenea,"
0,13.0,"asemenea,"
801,13.0,"asemenea,"
0,14.0,inaccesibilă
0,14.0,inaccesibilă
0,14.0,inaccesibilă
0,14.0,inaccesibilă
0,14.0,inaccesibilă
0,14.0,inaccesibilă
0,14.0,inaccesibilă
0,14.0,inaccesibilă
0,14.0,inaccesibilă
0,14.0,inaccesibilă
0,14.0,inaccesibilă
0,14.0,inaccesibilă
0,14.0,inaccesibilă
0,14.0,inaccesibilă
0,14.0,inaccesibilă
0,14.0,inaccesibilă
0,14.0,inaccesibilă
0,14.0,inaccesibilă
0,14.0,inaccesibilă
0,14.0,inaccesibilă
0,14.0,inaccesibilă
0,14.0,inaccesibilă
1324,14.0,inaccesibilă
0,15.0,nomazilor
0,15.0,nomazilor
0,15.0,nomazilor
0,15.0,nomazilor
0,15.0,nomazilor
0,-1.0,nomazilor
0,-1.0,nomazilor
0,-1.0,nomazilor
0,-1.0,nomazilor
0,-1.0,nomazilor
0,-1.0,nomazilor
0,-1.0,nomazilor
0,-1.0,nomazilor
0,-1.0,nomazilor
804,-1.0,nomazilor
0,15.0,nomazilor
0,15.0,nomazilor
0,15.0,nomazilor
0,15.0,nomazilor
0,15.0,nomazilor
0,15.0,nomazilor
0,15.0,nomazilor
0,15.0,nomazilor
0,15.0,nomazilor
0,15.0,nomazilor
1456,15.0,nomazilor
0,16.0,din
0,16.0,din
0,16.0,din
0,16.0,din
0,16.0,din
0,16.0,din
434,16.0,din
0,17.0,stepă
0,17.0,stepă
0,17.0,stepă
0,17.0,stepă
0,17.0,stepă
0,17.0,stepă
0,17.0,stepă
0,17.0,stepă
0,17.0,stepă
0,17.0,stepă
0,17.0,stepă
0,17.0,stepă
0,17.0,stepă
0,17.0,stepă
0,17.0,stepă
0,17.0,stepă
0,17.0,stepă
1111,17.0,stepă
0,18.0,din
0,18.0,din
0,18.0,din
0,18.0,din
0,18.0,din
365,18.0,din
0,19.0,cauza
0,19.0,cauza
0,19.0,cauza
0,19.0,cauza
0,19.0,cauza
0,19.0,cauza
0,19.0,cauza
0,19.0,cauza
516,19.0,cauza
0,20.0,pădurilor
0,20.0,pădurilor
0,20.0,pădurilor
0,20.0,pădurilor
0,20.0,pădurilor
0,20.0,pădurilor
0,20.0,pădurilor
0,20.0,pădurilor
0,20.0,pădurilor
0,20.0,pădurilor
0,20.0,pădurilor
0,20.0,pădurilor
0,20.0,pădurilor
0,20.0,pădurilor
0,20.0,pădurilor
0,20.0,pădurilor
0,20.0,pădurilor
998,20.0,pădurilor
0,21.0,dense
0,21.0,dense
0,21.0,dense
0,21.0,dense
0,21.0,dense
0,21.0,dense
0,21.0,dense
0,21.0,dense
0,21.0,dense
577,21.0,dense
0,22.0,și
125,22.0,și
0,23.0,a
123,23.0,a
0,24.0,tundrei.
0,24.0,tundrei.
0,24.0,tundrei.
0,24.0,tundrei.
0,24.0,tundrei.
0,24.0,tundrei.
0,24.0,tundrei.
0,24.0,tundrei.
0,24.0,tundrei.
0,24.0,tundrei.
0,24.0,tundrei.
0,24.0,tundrei.
0,24.0,tundrei.
0,24.0,tundrei.
0,,tundrei.
0,-1.0,tundrei.
0,-1.0,tundrei.
0,-1.0,tundrei.
0,-1.0,tundrei.
0,-1.0,tundrei.
0,-1.0,tundrei.
0,-1.0,tundrei.
0,-1.0,tundrei.
0,-1.0,tundrei.
0,-1.0,tundrei.
0,0.0,Fonturile
0,0.0,Fonturile
0,0.0,Fonturile
0,0.0,Fonturile
0,0.0,Fonturile
0,0.0,Fonturile
0,0.0,Fonturile
0,0.0,Fonturile
0,0.0,Fonturile
0,0.0,Fonturile
0,0.0,Fonturile
0,0.0,Fonturile
0,0.0,Fonturile
0,0.0,Fonturile
874,0.0,Fonturile
0,1.0,decorative
0,1.0,decorative
0,1.0,decorative
0,1.0,decorative
0,1.0,decorative
0,1.0,decorative
0,1.0,decorative
0,1.0,decorative
0,1.0,decorative
0,1.0,decorative
0,1.0,decorative
0,1.0,decorative
0,1.0,decorative
0,1.0,decorative
0,1.0,decorative
0,1.0,decorative
0,1.0,decorative
1108,1.0,decorative
0,2.0,sunt
0,2.0,sunt
0,2.0,sunt
248,2.0,sunt
0,3.0,mai
0,3.0,mai
0,3.0,mai
0,3.0,mai
303,3.0,mai
0,4.0,potrivite
0,4.0,potrivite
0,4.0,potrivite
0,4.0,potrivite
0,4.0,potrivite
0,4.0,potrivite
0,4.0,potrivite
450,4.0,potrivite
0,5.0,pentru
0,5.0,pentru
0,5.0,pentru
0,5.0,pentru
0,5.0,pentru
351,5.0,pentru
0,6.0,caractere
0,6.0,caractere
0,6.0,caractere
0,6.0,caractere
0,6.0,caractere
0,6.0,caractere
0,6.0,caractere
0,6.0,caractere
0,6.0,caractere
0,6.0,caractere
0,6.0,caractere
0,6.0,caractere
0,6.0,caractere
0,6.0,caractere
0,6.0,caractere
916,6.0,caractere
0,7.0,de
0,7.0,de
0,7.0,de
0,7.0,de
282,7.0,de
0,8.0,afișare
0,8.0,afișare
0,8.0,afișare
0,8.0,afișare
0,8.0,afișare
0,8.0,afișare
0,8.0,afișare
0,8.0,afișare
0,8.0,afișare
0,8.0,afișare
0,8.0,afișare
0,8.0,afișare
0,8.0,afișare
865,8.0,afișare
0,9.0,(mai
0,9.0,(mai
0,9.0,(mai
0,9.0,(mai
309,9.0,(mai
0,10.0,mari
0,10.0,mari
0,10.0,mari
0,10.0,mari
316,10.0,mari
0,11.0,de
0,11.0,de
0,11.0,de
254,11.0,de
0,12.0,14
0,12.0,14
0,12.0,14
0,12.0,14
0,12.0,14
373,12.0,14
0,26.0,puțin
0,26.0,puțin
0,-1.0,puțin
0,-1.0,puțin
0,-1.0,puțin
0,-1.0,puțin
0,-1.0,puțin
0,-1.0,puțin
485,-1.0,puțin
0,14.0,în
132,14.0,în
0,13.0,"puncte),"
0,13.0,"puncte),"
0,13.0,"puncte),"
0,13.0,"puncte),"
0,13.0,"puncte),"
0,13.0,"puncte),"
0,13.0,"puncte),"
0,13.0,"puncte),"
0,13.0,"puncte),"
0,13.0,"puncte),"
0,13.0,"puncte),"
0,13.0,"puncte),"
0,13.0,"puncte),"
0,13.0,"puncte),"
0,13.0,"puncte),"
0,13.0,"puncte),"
0,13.0,"puncte),"
0,13.0,"puncte),"
0,13.0,"puncte),"
1118,13.0,"puncte),"
66,14.0,în
0,15.0,timp
0,15.0,timp
0,15.0,timp
0,15.0,timp
304,15.0,timp
0,16.0,ce
0,16.0,ce
0,16.0,ce
255,16.0,ce
0,17.0,caracterele
0,17.0,caracterele
0,17.0,caracterele
0,17.0,caracterele
0,17.0,caracterele
0,17.0,caracterele
0,17.0,caracterele
0,17.0,caracterele
0,17.0,caracterele
0,17.0,caracterele
0,17.0,caracterele
0,17.0,caracterele
0,17.0,caracterele
0,17.0,caracterele
0,17.0,caracterele
0,17.0,caracterele
0,17.0,caracterele
0,17.0,caracterele
0,17.0,caracterele
0,17.0,caracterele
1312,17.0,caracterele
0,18.0,mai
0,18.0,mai
0,18.0,mai
246,18.0,mai
0,19.0,simple
0,19.0,simple
0,19.0,simple
0,19.0,simple
0,19.0,simple
0,19.0,simple
0,19.0,simple
494,19.0,simple
0,20.0,sunt
0,20.0,sunt
0,20.0,sunt
0,20.0,sunt
310,20.0,sunt
0,21.0,mai
0,21.0,mai
186,21.0,mai
0,22.0,potrivite
0,22.0,potrivite
0,22.0,potrivite
0,22.0,potrivite
0,22.0,potrivite
0,22.0,potrivite
0,22.0,potrivite
0,22.0,potrivite
556,22.0,potrivite
0,23.0,pentru
0,23.0,pentru
0,23.0,pentru
0,23.0,pentru
0,23.0,pentru
0,23.0,pentru
0,23.0,pentru
0,23.0,pentru
0,23.0,pentru
0,23.0,pentru
0,23.0,pentru
742,23.0,pentru
0,24.0,text
0,24.0,text
187,24.0,text
0,25.0,(mai
0,25.0,(mai
0,25.0,(mai
0,25.0,(mai
0,25.0,(mai
0,25.0,(mai
0,25.0,(mai
493,25.0,(mai
0,26.0,puțin
0,26.0,puțin
0,26.0,puțin
249,26.0,puțin
0,27.0,de
0,27.0,de
0,27.0,de
0,-1.0,de
0,-1.0,de
0,-1.0,de
0,-1.0,de
0,-1.0,de
617,-1.0,de
0,29.0,puncte).
125,29.0,puncte).
0,28.0,14
0,28.0,14
0,28.0,14
0,28.0,14
311,28.0,14
0,29.0,puncte).
0,29.0,puncte).
0,29.0,puncte).
0,29.0,puncte).
0,29.0,puncte).
0,29.0,puncte).
372,-1.0,puncte).
0,,puncte).
0,-1.0,puncte).
0,-1.0,puncte).
0,-1.0,puncte).
0,-1.0,puncte).
0,-1.0,puncte).
0,-1.0,puncte).
0,-1.0,puncte).
0,0.0,Aceste
0,0.0,Aceste
0,0.0,Aceste
0,0.0,Aceste
0,0.0,Aceste
369,0.0,Aceste
0,1.0,diagrame
0,1.0,diagrame
0,1.0,diagrame
0,1.0,diagrame
0,1.0,diagrame
0,1.0,diagrame
0,1.0,diagrame
0,1.0,diagrame
0,1.0,diagrame
0,1.0,diagrame
0,1.0,diagrame
0,1.0,diagrame
0,1.0,diagrame
0,1.0,diagrame
0,1.0,diagrame
0,1.0,diagrame
0,1.0,diagrame
0,1.0,diagrame
1174,1.0,diagrame
0,2.0,trebuie
0,2.0,trebuie
0,2.0,trebuie
0,2.0,trebuie
0,2.0,trebuie
358,2.0,trebuie
0,3.0,interpretate
0,3.0,interpretate
0,3.0,interpretate
0,3.0,interpretate
0,3.0,interpretate
0,3.0,interpretate
0,3.0,interpretate
0,3.0,interpretate
0,3.0,interpretate
0,3.0,interpretate
0,3.0,interpretate
0,3.0,interpretate
716,3.0,interpretate
0,4.0,ca
0,4.0,ca
0,4.0,ca
0,4.0,ca
285,4.0,ca
0,5.0,niște
0,5.0,niște
0,5.0,niște
0,5.0,niște
0,5.0,niște
333,5.0,niște
0,6.0,hărți
0,6.0,hărți
0,6.0,hărți
0,6.0,hărți
0,6.0,hărți
0,6.0,hărți
0,6.0,hărți
0,6.0,hărți
0,6.0,hărți
552,6.0,hărți
0,7.0,"topografice,"
0,7.0,"topografice,"
0,7.0,"topografice,"
0,7.0,"topografice,"
0,7.0,"topografice,"
0,7.0,"topografice,"
0,7.0,"topografice,"
0,7.0,"topografice,"
0,7.0,"topografice,"
0,7.0,"topografice,"
679,7.0,"topografice,"
0,8.0,unde
0,8.0,unde
0,8.0,unde
249,8.0,unde
0,9.0,liniile
0,9.0,liniile
0,9.0,liniile
0,9.0,liniile
0,9.0,liniile
0,9.0,liniile
0,9.0,liniile
0,9.0,liniile
0,-1.0,liniile
0,-1.0,liniile
0,-1.0,liniile
314,-1.0,liniile
0,10.0,reprezintă
0,10.0,reprezintă
0,10.0,reprezintă
0,10.0,reprezintă
0,10.0,reprezintă
0,10.0,reprezintă
0,10.0,reprezintă
0,10.0,reprezintă
0,10.0,reprezintă
0,10.0,reprezintă
0,10.0,reprezintă
0,10.0,reprezintă
0,10.0,reprezintă
0,10.0,reprezintă
0,10.0,reprezintă
0,10.0,reprezintă
0,10.0,reprezintă
0,10.0,reprezintă
0,10.0,reprezintă
1148,10.0,reprezintă
0,11.0,curbe
0,11.0,curbe
0,11.0,curbe
0,11.0,curbe
0,11.0,curbe
0,11.0,curbe
384,11.0,curbe
52,12.0,de
0,13.0,nivel
0,13.0,nivel
166,13.0,nivel
0,14.0,constante.
0,14.0,constante.
0,14.0,constante.
0,14.0,constante.
0,14.0,constante.
0,14.0,constante.
0,,constante.
0,-1.0,constante.
0,-1.0,constante.
0,-1.0,constante.
0,-1.0,constante.
0,-1.0,constante.
0,-1.0,constante.
0,-1.0,constante.
62,0.0,A
0,1.0,fost
0,1.0,fost
0,1.0,fost
0,1.0,fost
0,1.0,fost
0,1.0,fost
0,1.0,fost
497,1.0,fost
0,2.0,descoperită
0,2.0,descoperită
0,2.0,descoperită
0,2.0,descoperită
0,2.0,descoperită
0,2.0,descoperită
0,2.0,descoperită
0,2.0,descoperită
0,2.0,descoperită
0,2.0,descoperită
0,2.0,descoperită
0,2.0,descoperită
800,2.0,descoperită
0,3.0,de
0,3.0,de
0,3.0,de
0,3.0,de
0,3.0,de
373,3.0,de
0,4.0,goons
0,4.0,goons
0,4.0,goons
0,4.0,goons
0,4.0,goons
0,4.0,goons
0,4.0,goons
0,4.0,goons
0,4.0,goons
0,4.0,goons
0,4.0,goons
0,4.0,goons
0,4.0,goons
0,4.0,goons
0,4.0,goons
0,4.0,goons
0,4.0,goons
0,4.0,goons
0,4.0,goons
0,4.0,goons
0,4.0,goons
0,4.0,goons
0,4.0,goons
0,4.0,goons
0,4.0,goons
0,4.0,goons
1674,4.0,goons
0,5.0,și
123,5.0,și
0,6.0,de
123,6.0,de
0,7.0,alți
0,7.0,alți
185,7.0,alți
0,8.0,vorbitori
0,8.0,vorbitori
0,8.0,vorbitori
0,8.0,vorbitori
0,8.0,vorbitori
0,8.0,vorbitori
430,8.0,vorbitori
0,9.0,de
125,9.0,de
0,10.0,engleză
0,10.0,engleză
0,10.0,engleză
0,10.0,engleză
0,10.0,engleză
0,10.0,engleză
0,10.0,engleză
0,10.0,engleză
0,10.0,engleză
0,10.0,engleză
0,10.0,engleză
740,10.0,engleză
0,11.0,"și,"
123,11.0,"și,"
0,12.0,pentru
0,12.0,pentru
0,12.0,pentru
0,12.0,pentru
307,12.0,pentru
0,13.0,o
0,13.0,o
0,13.0,o
246,13.0,o
0,14.0,"vreme,"
0,14.0,"vreme,"
0,14.0,"vreme,"
0,14.0,"vreme,"
0,14.0,"vreme,"
0,14.0,"vreme,"
0,14.0,"vreme,"
0,-1.0,"vreme,"
0,-1.0,"vreme,"
0,-1.0,"vreme,"
0,-1.0,"vreme,"
1242,-1.0,"vreme,"
0,15.0,postarea
0,15.0,postarea
0,15.0,postarea
0,15.0,postarea
0,15.0,postarea
0,15.0,postarea
0,15.0,postarea
0,15.0,postarea
0,15.0,postarea
0,15.0,postarea
0,15.0,postarea
0,15.0,postarea
0,15.0,postarea
0,15.0,postarea
0,15.0,postarea
0,15.0,postarea
0,15.0,postarea
1088,15.0,postarea
0,16.0,între
0,16.0,între
0,16.0,între
0,16.0,între
0,16.0,între
0,16.0,între
400,16.0,între
0,17.0,cele
0,17.0,cele
0,17.0,cele
0,17.0,cele
0,17.0,cele
349,17.0,cele
0,18.0,două
0,18.0,două
0,18.0,două
200,18.0,două
0,19.0,limbi
0,19.0,limbi
0,19.0,limbi
0,19.0,limbi
0,19.0,limbi
0,19.0,limbi
384,19.0,limbi
0,20.0,a
0,20.0,a
167,20.0,a
0,21.0,înflorit.
0,21.0,înflorit.
0,21.0,înflorit.
0,21.0,înflorit.
0,21.0,înflorit.
0,21.0,înflorit.
0,21.0,înflorit.
0,21.0,înflorit.
469,-1.0,înflorit.
0,,înflorit.
0,-1.0,înflorit.
0,-1.0,înflorit.
0,-1.0,înflorit.
0,-1.0,înflorit.
0,-1.0,înflorit.
0,-1.0,înflorit.
0,-1.0,înflorit.
0,-1.0,înflorit.
0,-1.0,înflorit.
0,-1.0,înflorit.
0,-1.0,înflorit.
0,-1.0,înflorit.
0,-1.0,înflorit.
0,-1.0,înflorit.
0,-1.0,înflorit.
0,-1.0,înflorit.
0,-1.0,înflorit.
0,-1.0,înflorit.
0,-1.0,înflorit.
0,-1.0,înflorit.
0,-1.0,înflorit.
0,-1.0,înflorit.
0,-1.0,înflorit.
0,-1.0,înflorit.
0,-1.0,înflorit.
0,0.0,Respirația
0,0.0,Respirația
0,0.0,Respirația
0,0.0,Respirația
0,0.0,Respirația
0,0.0,Respirația
0,0.0,Respirația
0,0.0,Respirația
0,0.0,Respirația
0,0.0,Respirația
617,0.0,Respirația
0,1.0,de
0,1.0,de
0,1.0,de
0,1.0,de
0,1.0,de
317,1.0,de
0,2.0,salvare
0,2.0,salvare
0,2.0,salvare
0,2.0,salvare
0,2.0,salvare
0,2.0,salvare
0,2.0,salvare
0,2.0,salvare
0,2.0,salvare
0,2.0,salvare
0,2.0,salvare
0,2.0,salvare
0,2.0,salvare
0,2.0,salvare
0,2.0,salvare
0,2.0,salvare
984,2.0,salvare
0,3.0,este
0,3.0,este
184,3.0,este
0,4.0,utilizată
0,4.0,utilizată
